Customer_ID,Customer_Name,Age,Gender,Marital_Status,Education_Level,Employment_Status,Occupation,Annual_Income,Monthly_Income,Monthly_Expenses,Savings_Balance,Account_Balance,Credit_Score,Credit_History_Years,Existing_EMI,Debt_to_Income_Ratio,Number_of_Credit_Cards,Previous_Defaults,Loan_ID,Loan_Term,Interest_Rate,EMI_Amount,Loan_Purpose,Loan_Status,Collateral_Value,Monthly_Transaction_Count,Total_Deposits,Total_Withdrawals,Average_Monthly_Balance,Missed_EMI_Count,Days_Past_Due,Outstanding_Loan_Balance,Fraud_Flag,Risk_Category,Recovery_Status,Loan_Default
CUST104246,Manoj Singh,41,Male,Single,Graduate,Employed,Police,92875,7744,4125,31595,21395,819,16,612,7.52,1,1,LN204246,44,10.46,614,Personal,Approved,140002,44,13395,11504,20898,2,-1,36202,No,Low,Not Required,No
CUST104247,Harish Kumar,39,Male,Single,Graduate,Employed,Retailer,79917,6662,3580,24401,16595,741,7,488,7.1,0,1,LN204247,20,12.06,495,Business,Approved,109999,44,11604,9996,16095,-4,2,30804,Yes,Low,Not Required,No
CUST104248,Kiran Kumar,33,Male,Married,Graduate,Employed,Driver,62638,5215,2855,14802,10195,629,5,325,6.49,1,-2,LN204248,25,11.28,331,Car,Approved,70000,33,9204,8001,9699,3,18,23596,Yes,High,Ongoing,Yes
CUST104249,Arjun Patel,28,Male,Married,Graduate,Employed,Business,58319,4864,2684,12403,8595,607,4,286,6.1,4,6,LN204249,44,9.25,294,Business,Approved,60005,35,8597,7497,8097,6,31,21802,No,High,Ongoing,Yes
CUST104250,Pooja Mehta,38,Female,Single,Graduate,Employed,Designer,86395,7205,3845,28001,18998,775,3,554,7.3,0,4,LN204250,62,9.03,554,Home,Approved,125001,41,12498,10745,18502,-4,-5,33497,No,Low,Not Required,No
CUST104251,Pooja Mehta,44,Female,Single,Graduate,Employed,Designer,86403,7201,3851,27999,19001,779,13,555,7.46,3,4,LN204251,57,8.61,552,Home,Approved,124995,44,12503,10751,18499,-4,-4,33502,No,Low,Not Required,No
CUST104252,Anjali Gupta,26,Female,Married,Graduate,Employed,Accountant,64805,5402,2955,15998,11000,644,11,346,6.49,-2,1,LN204252,31,11.79,345,Home,Approved,74996,39,9503,8245,10497,-1,34,24495,No,High,Ongoing,Yes
CUST104253,Divya Sharma,37,Female,Married,Graduate,Employed,Lecturer,77763,6475,3486,23198,15798,720,0,474,6.97,5,0,LN204253,58,11.19,475,Education,Approved,105002,44,11305,9755,15296,-1,26,29904,No,Low,Not Required,No
CUST104254,Anjali Gupta,27,Female,Married,Graduate,Employed,Accountant,64796,5400,2953,16000,11001,644,5,348,6.57,5,5,LN204254,33,10.94,348,Home,Approved,74995,35,9498,8249,10502,3,35,24505,No,High,Ongoing,Yes
CUST104255,Vikram Das,36,Male,Married,Graduate,Employed,Manager,71285,5940,3219,19595,13397,688,6,405,7.24,-1,3,LN204255,25,9.01,415,Personal,Approved,90005,36,10401,9001,12900,-3,34,27197,No,Medium,Not Required,No
CUST104256,Pooja Mehta,43,Female,Single,Graduate,Employed,Designer,86405,7197,3854,28000,19005,779,3,551,7.52,1,2,LN204256,61,8.36,553,Home,Approved,125003,42,12499,10754,18503,-5,3,33499,No,Low,Not Required,No
CUST104257,Pooja Mehta,36,Female,Single,Graduate,Employed,Designer,86398,7203,3847,28001,18999,779,10,554,7.38,-4,5,LN204257,58,9.11,552,Home,Approved,125000,49,12501,10746,18496,-3,5,33504,No,Low,Not Required,No
CUST104258,Suresh Naidu,46,Male,Married,Graduate,Employed,Farmer,88559,7381,3944,29199,19800,786,9,568,7.95,-3,3,LN204258,19,9.03,572,Education,Approved,130003,46,12802,10997,19299,1,13,34403,Yes,Low,Not Required,No
CUST104259,Arjun Patel,23,Male,Married,Graduate,Employed,Business,58318,4858,2677,12397,8598,610,0,290,5.98,5,-3,LN204259,53,9.15,294,Business,Approved,60001,37,8605,7505,8100,7,35,21800,No,High,Ongoing,Yes
CUST104260,Harish Kumar,34,Male,Single,Graduate,Employed,Retailer,79917,6660,3583,24404,16599,737,9,491,7.65,1,-1,LN204260,22,12.0,488,Business,Approved,110001,37,11604,10003,16104,-5,-2,30800,Yes,Low,Not Required,No
CUST104261,Priya Reddy,25,Female,Married,Graduate,Employed,Analyst,56160,4675,2589,11199,7795,592,1,266,5.96,1,-1,LN204261,35,8.3,266,Education,Approved,54999,28,8302,7246,7295,0,10,20902,No,High,Ongoing,Yes
CUST104262,Rohit Verma,36,Male,Married,Graduate,Employed,Engineer,75596,6299,3403,21998,14998,710,5,449,7.17,5,-2,LN204262,45,10.02,454,Home,Approved,100002,39,11005,9496,14501,6,17,28996,No,Medium,Not Required,No
CUST104263,Kavitha Iyer,39,Female,Married,Graduate,Employed,Doctor,90720,7557,4030,30400,20597,805,13,587,8.14,4,-5,LN204263,41,10.37,589,Business,Approved,134995,42,13098,11249,20096,7,28,35299,No,Low,Not Required,No
CUST104264,Vinod Reddy,38,Male,Married,Graduate,Employed,Electrician,84242,7022,3758,26801,18200,762,12,535,7.58,4,-2,LN204264,50,7.66,531,Car,Approved,120003,47,12200,10505,17702,3,29,32595,No,Low,Not Required,No
CUST104265,Kavitha Iyer,47,Female,Married,Graduate,Employed,Doctor,90725,7559,4035,30396,20601,801,13,585,7.54,3,-2,LN204265,33,10.45,586,Business,Approved,135003,46,13104,11252,20097,-3,33,35304,No,Low,Not Required,No
CUST104266,Sneha Nair,25,Female,Single,Graduate,Employed,Teacher,60479,5044,2775,13604,9395,620,1,313,6.0,-4,-4,LN204266,63,9.8,307,Personal,Approved,65004,34,8903,7746,8905,-1,5,22702,No,High,Ongoing,Yes
CUST104267,Harish Kumar,36,Male,Single,Graduate,Employed,Retailer,79921,6662,3582,24405,16599,740,10,494,7.71,6,-2,LN204267,24,11.8,485,Business,Approved,109998,37,11595,9999,16096,3,-2,30801,Yes,Low,Not Required,No
CUST104268,Rahul Sharma,30,Male,Single,Graduate,Employed,Engineer,53997,4503,2497,10000,6995,583,4,252,5.76,-1,-1,LN204268,19,8.15,251,Home,Approved,49997,32,7999,6995,6503,1,2,20003,No,High,Ongoing,Yes
CUST104269,Vikram Das,36,Male,Married,Graduate,Employed,Manager,71282,5941,3225,19603,13400,686,13,415,6.84,3,0,LN204269,25,8.47,412,Personal,Approved,89996,36,10405,8996,12900,-2,34,27203,No,Medium,Not Required,No
CUST104270,Anjali Gupta,26,Female,Married,Graduate,Employed,Accountant,64804,5402,2955,15995,11005,646,8,354,6.75,4,4,LN204270,35,11.13,346,Home,Approved,75001,35,9496,8247,10495,6,35,24504,No,High,Ongoing,Yes
CUST104271,Kiran Kumar,24,Male,Married,Graduate,Employed,Driver,62636,5224,2860,14804,10196,634,4,334,6.18,3,-1,LN204271,20,10.92,332,Car,Approved,69998,37,9201,8004,9701,5,14,23601,Yes,High,Ongoing,Yes
CUST104272,Kavya Iyer,29,Female,Single,Graduate,Employed,HR,73443,6118,3306,20804,14201,700,7,433,7.28,1,-2,LN204272,33,9.66,434,Car,Approved,95005,35,10701,9250,13695,5,-4,28102,No,Medium,Not Required,No
CUST104273,Rahul Sharma,23,Male,Single,Graduate,Employed,Engineer,54001,4500,2500,10005,6996,577,2,255,5.72,-1,-4,LN204273,22,8.16,247,Home,Approved,50003,25,7996,7000,6499,-2,3,20003,No,High,Ongoing,Yes
CUST104274,Rahul Sharma,27,Male,Single,Graduate,Employed,Engineer,54001,4500,2501,10004,7001,582,0,253,5.82,-1,2,LN204274,23,8.16,248,Home,Approved,49995,28,7996,7003,6496,-4,5,20004,No,High,Ongoing,Yes
CUST104275,Pooja Singh,30,Female,Married,Graduate,Employed,Nurse,69118,5762,3131,18405,12600,666,7,385,6.83,-1,4,LN204275,55,7.73,391,Business,Approved,84995,41,10102,8749,12099,1,13,26304,No,Medium,Not Required,No
CUST104276,Mohan Rao,29,Male,Single,Graduate,Employed,Shop Owner,66963,5583,3044,17202,11804,663,9,368,6.63,6,-5,LN204276,49,11.93,375,Education,Approved,79996,31,9796,8498,11302,2,3,25395,No,Medium,Not Required,No
CUST104277,Harish Kumar,37,Male,Single,Graduate,Employed,Retailer,79923,6665,3577,24398,16598,731,8,489,7.1,3,-5,LN204277,25,11.3,492,Business,Approved,110001,37,11598,10002,16103,5,-4,30801,Yes,Low,Not Required,No
CUST104278,Mohan Rao,33,Male,Single,Graduate,Employed,Shop Owner,66959,5585,3044,17205,11805,654,12,365,6.48,-2,4,LN204278,46,11.91,367,Education,Approved,80001,37,9796,8497,11303,5,4,25398,No,Medium,Not Required,No
CUST104279,Divya Sharma,33,Female,Married,Graduate,Employed,Lecturer,77762,6482,3487,23204,15800,726,8,474,7.22,5,1,LN204279,58,11.21,475,Education,Approved,104996,43,11299,9755,15295,0,31,29904,No,Low,Not Required,No
CUST104280,Pooja Singh,27,Female,Married,Graduate,Employed,Nurse,69119,5755,3135,18402,12595,666,6,394,7.0,7,5,LN204280,58,8.09,391,Business,Approved,85004,39,10099,8745,12103,1,16,26302,No,Medium,Not Required,No
CUST104281,Kiran Kumar,31,Male,Married,Graduate,Employed,Driver,62645,5222,2862,14795,10200,635,7,326,6.03,3,5,LN204281,21,10.67,335,Car,Approved,70000,38,9195,8003,9704,-3,12,23595,Yes,High,Ongoing,Yes
CUST104282,Vikram Das,34,Male,Married,Graduate,Employed,Manager,71285,5940,3224,19604,13405,688,6,406,6.9,6,-3,LN204282,27,8.33,406,Personal,Approved,90005,35,10399,8999,12897,7,28,27204,No,Medium,Not Required,No
CUST104283,Vinod Reddy,39,Male,Married,Graduate,Employed,Electrician,84245,7015,3757,26801,18196,767,10,534,7.83,4,-5,LN204283,48,8.17,527,Car,Approved,120001,47,12199,10498,17701,3,26,32595,No,Low,Not Required,No
CUST104284,Rahul Sharma,28,Male,Single,Graduate,Employed,Engineer,54002,4499,2503,10001,7003,577,5,255,5.8,-1,-4,LN204284,27,7.63,248,Home,Approved,49995,25,8001,7004,6496,3,1,19998,No,High,Ongoing,Yes
CUST104285,Divya Sharma,32,Female,Married,Graduate,Employed,Lecturer,77755,6483,3495,23199,15799,727,3,466,7.1,0,5,LN204285,58,10.51,472,Education,Approved,105004,41,11300,9745,15305,6,25,29896,No,Low,Not Required,No
CUST104286,Vikram Das,37,Male,Married,Graduate,Employed,Manager,71283,5937,3222,19601,13403,683,10,410,7.03,8,-1,LN204286,21,8.91,413,Personal,Approved,89996,38,10400,8999,12899,7,25,27201,No,Medium,Not Required,No
CUST104287,Pooja Singh,36,Female,Married,Graduate,Employed,Nurse,69120,5761,3135,18405,12600,672,5,395,6.76,-3,-4,LN204287,61,8.05,385,Business,Approved,84996,40,10100,8747,12099,-4,16,26301,No,Medium,Not Required,No
CUST104288,Harish Kumar,40,Male,Single,Graduate,Employed,Retailer,79916,6665,3582,24396,16599,731,2,487,7.74,5,5,LN204288,28,11.65,495,Business,Approved,110004,40,11603,9995,16104,-4,-2,30804,Yes,Low,Not Required,No
CUST104289,Anjali Gupta,35,Female,Married,Graduate,Employed,Accountant,64797,5395,2954,15999,10998,645,12,346,6.68,6,1,LN204289,34,11.17,348,Home,Approved,74995,38,9497,8252,10503,4,28,24500,No,High,Ongoing,Yes
CUST104290,Suresh Naidu,46,Male,Married,Graduate,Employed,Farmer,88555,7380,3940,29199,19804,792,5,567,7.59,-3,-1,LN204290,24,9.56,566,Education,Approved,129999,49,12801,11004,19296,2,12,34398,Yes,Low,Not Required,No
CUST104291,Vikram Das,28,Male,Married,Graduate,Employed,Manager,71277,5936,3222,19600,13395,689,7,407,6.79,2,2,LN204291,27,8.43,410,Personal,Approved,90002,36,10395,9001,12901,2,34,27205,No,Medium,Not Required,No
CUST104292,Vikram Das,35,Male,Married,Graduate,Employed,Manager,71283,5939,3220,19603,13400,687,16,408,7.12,5,3,LN204292,27,8.91,410,Personal,Approved,89999,33,10402,8998,12896,-1,32,27201,No,Medium,Not Required,No
CUST104293,Suresh Naidu,46,Male,Married,Graduate,Employed,Farmer,88561,7383,3945,29195,19800,791,6,572,8.02,1,2,LN204293,26,9.14,570,Education,Approved,130001,44,12797,10998,19305,-1,14,34405,Yes,Low,Not Required,No
CUST104294,Divya Sharma,38,Female,Married,Graduate,Employed,Lecturer,77757,6485,3485,23203,15805,728,5,467,7.21,0,3,LN204294,55,10.48,467,Education,Approved,104995,46,11300,9749,15295,0,33,29905,No,Low,Not Required,No
CUST104295,Aishwarya Rao,42,Female,Married,Graduate,Employed,Bank Officer,82078,6838,3674,25595,17401,754,4,508,7.4,-3,0,LN204295,38,12.66,508,Personal,Approved,115002,39,11895,10255,16903,2,10,31700,No,Low,Not Required,No
CUST104296,Vinod Reddy,39,Male,Married,Graduate,Employed,Electrician,84244,7021,3757,26796,18196,763,4,529,7.34,5,-5,LN204296,47,8.37,533,Car,Approved,120005,39,12195,10503,17702,1,32,32597,No,Low,Not Required,No
CUST104297,Rohit Verma,31,Male,Married,Graduate,Employed,Engineer,75604,6301,3402,21996,15000,705,3,455,7.17,5,2,LN204297,49,9.67,447,Home,Approved,100001,43,10999,9499,14497,-1,12,28995,No,Medium,Not Required,No
CUST104298,Rohit Verma,31,Male,Married,Graduate,Employed,Engineer,75605,6298,3396,21996,15000,713,3,449,7.04,7,-3,LN204298,48,10.23,445,Home,Approved,99995,41,10999,9500,14504,-4,18,29005,No,Medium,Not Required,No
CUST104299,Sneha Kapoor,39,Female,Married,Graduate,Employed,Tester,95043,7923,4209,32801,22199,822,14,627,8.25,-3,0,LN204299,64,11.06,633,Car,Approved,145004,49,13698,11749,21704,-1,17,37100,No,Low,Not Required,No
CUST104300,Kiran Kumar,34,Male,Married,Graduate,Employed,Driver,62638,5223,2863,14804,10200,631,12,325,6.39,-3,-3,LN204300,21,10.59,335,Car,Approved,70000,34,9197,7998,9705,3,12,23595,Yes,High,Ongoing,Yes
CUST104301,Priya Reddy,28,Female,Married,Graduate,Employed,Analyst,56163,4676,2585,11200,7803,596,8,267,5.61,-2,3,LN204301,37,9.03,269,Education,Approved,55005,31,8297,7246,7299,-4,17,20905,No,High,Ongoing,Yes
CUST104302,Priya Reddy,25,Female,Married,Graduate,Employed,Analyst,56163,4676,2595,11200,7795,588,6,271,5.76,2,1,LN204302,34,8.66,270,Education,Approved,54998,30,8300,7253,7295,-1,15,20905,No,High,Ongoing,Yes
CUST104303,Kiran Kumar,28,Male,Married,Graduate,Employed,Driver,62641,5218,2859,14796,10197,627,6,326,6.3,0,6,LN204303,21,11.31,326,Car,Approved,69996,34,9200,7998,9697,1,17,23603,Yes,High,Ongoing,Yes
CUST104304,Rohit Verma,35,Male,Married,Graduate,Employed,Engineer,75599,6301,3395,21998,15000,712,-1,452,7.35,3,1,LN204304,48,9.9,447,Home,Approved,100002,42,11000,9504,14499,3,12,28999,No,Medium,Not Required,No
CUST104305,Suresh Naidu,37,Male,Married,Graduate,Employed,Farmer,88557,7384,3942,29196,19801,789,13,567,7.36,-1,3,LN204305,19,9.86,573,Education,Approved,129997,47,12803,10998,19300,0,12,34395,Yes,Low,Not Required,No
CUST104306,Pooja Singh,31,Female,Married,Graduate,Employed,Nurse,69125,5762,3129,18400,12600,672,15,392,6.88,5,-3,LN204306,59,8.1,393,Business,Approved,84996,32,10103,8754,12105,-4,10,26296,No,Medium,Not Required,No
CUST104307,Arjun Patel,24,Male,Married,Graduate,Employed,Business,58316,4863,2682,12396,8601,607,3,289,5.75,6,-2,LN204307,44,9.25,294,Business,Approved,59996,37,8597,7495,8104,1,29,21796,No,High,Ongoing,Yes
CUST104308,Mohan Rao,32,Male,Single,Graduate,Employed,Shop Owner,66955,5585,3036,17195,11804,658,4,365,6.77,3,-3,LN204308,50,11.79,374,Education,Approved,79995,38,9797,8498,11305,4,-4,25403,No,Medium,Not Required,No
CUST104309,Pooja Singh,33,Female,Married,Graduate,Employed,Nurse,69121,5763,3125,18401,12599,667,10,386,6.5,3,1,LN204309,64,7.62,389,Business,Approved,85001,37,10101,8745,12099,4,17,26298,No,Medium,Not Required,No
CUST104310,Divya Sharma,38,Female,Married,Graduate,Employed,Lecturer,77761,6483,3493,23202,15797,727,9,471,7.01,4,1,LN204310,65,11.16,465,Education,Approved,104995,45,11296,9748,15297,-2,29,29900,No,Low,Not Required,No
CUST104311,Vikram Das,37,Male,Married,Graduate,Employed,Manager,71283,5942,3215,19596,13405,685,9,409,6.85,1,-2,LN204311,22,8.74,409,Personal,Approved,89996,38,10400,8999,12904,1,35,27203,No,Medium,Not Required,No
CUST104312,Kavya Iyer,32,Female,Single,Graduate,Employed,HR,73442,6123,3307,20803,14200,700,14,426,7.2,-2,1,LN204312,39,9.33,427,Car,Approved,95005,41,10702,9250,13701,-3,-1,28099,No,Medium,Not Required,No
CUST104313,Aishwarya Rao,34,Female,Married,Graduate,Employed,Bank Officer,82077,6837,3671,25604,17402,749,1,509,7.39,4,-4,LN204313,36,12.5,505,Personal,Approved,115005,44,11905,10247,16899,0,20,31705,No,Low,Not Required,No
CUST104314,Aishwarya Rao,37,Female,Married,Graduate,Employed,Bank Officer,82076,6835,3674,25596,17399,744,10,513,7.15,-3,-1,LN204314,37,11.89,512,Personal,Approved,114996,47,11904,10252,16904,3,13,31695,No,Low,Not Required,No
CUST104315,Pooja Mehta,43,Female,Single,Graduate,Employed,Designer,86402,7204,3855,28001,19003,778,13,552,7.57,6,0,LN204315,59,8.34,546,Home,Approved,125001,50,12499,10754,18502,2,3,33497,No,Low,Not Required,No
CUST104316,Kavitha Iyer,44,Female,Married,Graduate,Employed,Doctor,90715,7563,4035,30400,20597,800,9,585,7.67,0,-5,LN204316,36,9.82,595,Business,Approved,134996,47,13104,11253,20100,-2,27,35302,No,Low,Not Required,No
CUST104317,Vinod Reddy,35,Male,Married,Graduate,Employed,Electrician,84236,7023,3764,26801,18196,764,6,526,7.31,7,-2,LN204317,43,7.72,529,Car,Approved,119995,39,12205,10504,17703,-3,29,32598,No,Low,Not Required,No
CUST104318,Aishwarya Rao,35,Female,Married,Graduate,Employed,Bank Officer,82085,6844,3674,25598,17400,749,4,506,7.65,-3,-4,LN204318,35,11.62,509,Personal,Approved,114998,44,11902,10248,16904,5,10,31704,No,Low,Not Required,No
CUST104319,Vikram Das,35,Male,Married,Graduate,Employed,Manager,71277,5937,3215,19595,13401,685,12,415,6.99,4,-4,LN204319,19,9.09,414,Personal,Approved,90003,43,10403,8998,12898,7,25,27196,No,Medium,Not Required,No
CUST104320,Vinod Reddy,41,Male,Married,Graduate,Employed,Electrician,84241,7017,3763,26803,18202,766,10,533,7.68,2,-2,LN204320,52,7.96,528,Car,Approved,120003,46,12195,10496,17695,7,28,32604,No,Low,Not Required,No
CUST104321,Manoj Singh,47,Male,Single,Graduate,Employed,Police,92878,7738,4122,31597,21396,809,12,608,7.75,4,3,LN204321,45,10.93,609,Personal,Approved,139996,43,13398,11502,20901,-3,-5,36200,No,Low,Not Required,No
CUST104322,Suresh Naidu,39,Male,Married,Graduate,Employed,Farmer,88560,7377,3938,29198,19802,793,14,569,7.42,-1,-4,LN204322,27,9.42,569,Education,Approved,129997,51,12802,10996,19303,-2,17,34396,Yes,Low,Not Required,No
CUST104323,Vinod Reddy,35,Male,Married,Graduate,Employed,Electrician,84241,7018,3763,26801,18202,765,6,527,7.51,3,5,LN204323,48,7.8,533,Car,Approved,120003,46,12195,10502,17705,-3,25,32599,No,Low,Not Required,No
CUST104324,Divya Sharma,36,Female,Married,Graduate,Employed,Lecturer,77763,6478,3489,23199,15795,727,3,472,6.95,2,-3,LN204324,55,10.27,470,Education,Approved,104997,46,11302,9752,15301,-3,25,29904,No,Low,Not Required,No
CUST104325,Harish Kumar,35,Male,Single,Graduate,Employed,Retailer,79924,6663,3580,24400,16600,738,0,489,7.25,3,2,LN204325,23,11.86,488,Business,Approved,110002,41,11595,10003,16100,-2,5,30801,Yes,Low,Not Required,No
CUST104326,Rohit Verma,32,Male,Married,Graduate,Employed,Engineer,75602,6297,3403,21998,14997,707,7,453,7.34,5,-1,LN204326,43,10.6,450,Home,Approved,100000,45,11004,9502,14501,3,12,28995,No,Medium,Not Required,No
CUST104327,Pooja Singh,34,Female,Married,Graduate,Employed,Nurse,69117,5755,3133,18396,12603,669,9,388,6.46,-1,-2,LN204327,56,8.03,392,Business,Approved,84997,41,10105,8751,12097,4,14,26303,No,Medium,Not Required,No
CUST104328,Rohit Verma,38,Male,Married,Graduate,Employed,Engineer,75597,6295,3396,22005,14998,714,8,445,7.43,1,1,LN204328,46,9.76,445,Home,Approved,100002,42,11001,9495,14498,5,17,29004,No,Medium,Not Required,No
CUST104329,Suresh Naidu,44,Male,Married,Graduate,Employed,Farmer,88556,7381,3936,29196,19800,787,14,566,7.91,6,1,LN204329,20,9.29,569,Education,Approved,130005,51,12795,10997,19295,2,15,34396,Yes,Low,Not Required,No
CUST104330,Sneha Nair,31,Female,Single,Graduate,Employed,Teacher,60475,5037,2774,13596,9398,615,8,310,6.27,6,0,LN204330,56,9.82,312,Personal,Approved,65004,35,8899,7753,8898,-5,4,22695,No,High,Ongoing,Yes
CUST104331,Rohit Verma,32,Male,Married,Graduate,Employed,Engineer,75596,6305,3405,22000,14997,710,0,455,7.11,6,0,LN204331,49,10.32,448,Home,Approved,100002,41,10996,9497,14504,4,13,29004,No,Medium,Not Required,No
CUST104332,Rahul Sharma,21,Male,Single,Graduate,Employed,Engineer,54005,4501,2501,10002,6998,580,0,252,5.51,5,-1,LN204332,25,8.38,250,Home,Approved,49999,35,7995,6997,6496,0,-5,20001,No,High,Ongoing,Yes
CUST104333,Anjali Gupta,31,Female,Married,Graduate,Employed,Accountant,64795,5398,2946,15999,11005,648,6,347,6.55,-1,4,LN204333,36,11.21,345,Home,Approved,75002,33,9501,8248,10498,6,34,24499,No,High,Ongoing,Yes
CUST104334,Sneha Kapoor,43,Female,Married,Graduate,Employed,Tester,95041,7918,4215,32804,22204,824,10,631,8.14,4,4,LN204334,61,12.05,628,Car,Approved,144995,45,13704,11746,21696,2,11,37096,No,Low,Not Required,No
CUST104335,Kiran Kumar,29,Male,Married,Graduate,Employed,Driver,62637,5219,2865,14800,10197,636,12,332,6.44,6,5,LN204335,23,10.54,325,Car,Approved,70001,35,9197,8002,9703,3,15,23602,Yes,High,Ongoing,Yes
CUST104336,Kavya Iyer,35,Female,Single,Graduate,Employed,HR,73443,6115,3310,20804,14205,696,13,426,7.34,-2,5,LN204336,36,9.76,431,Car,Approved,95004,37,10700,9245,13702,1,-5,28101,No,Medium,Not Required,No
CUST104337,Kavya Iyer,30,Female,Single,Graduate,Employed,HR,73442,6119,3310,20804,14197,696,17,429,6.86,-2,3,LN204337,32,9.77,430,Car,Approved,95000,44,10700,9246,13704,2,1,28104,No,Medium,Not Required,No
CUST104338,Priya Reddy,27,Female,Married,Graduate,Employed,Analyst,56165,4683,2586,11204,7797,590,4,268,6.04,5,1,LN204338,41,8.73,267,Education,Approved,55004,29,8301,7250,7304,6,14,20896,No,High,Ongoing,Yes
CUST104339,Sneha Nair,23,Female,Single,Graduate,Employed,Teacher,60476,5040,2766,13599,9404,616,11,309,5.89,3,2,LN204339,59,9.93,309,Personal,Approved,65004,38,8898,7752,8902,-4,-5,22703,No,High,Ongoing,Yes
CUST104340,Kiran Kumar,32,Male,Married,Graduate,Employed,Driver,62639,5216,2863,14796,10197,633,10,332,6.1,1,-2,LN204340,26,10.75,326,Car,Approved,70005,37,9201,8001,9699,-3,18,23600,Yes,High,Ongoing,Yes
CUST104341,Sneha Nair,29,Female,Single,Graduate,Employed,Teacher,60479,5040,2768,13596,9402,619,7,314,6.39,0,-2,LN204341,60,9.74,315,Personal,Approved,65004,30,8902,7746,8899,0,-1,22704,No,High,Ongoing,Yes
CUST104342,Harish Kumar,32,Male,Single,Graduate,Employed,Retailer,79922,6658,3583,24403,16599,740,6,486,7.73,5,0,LN204342,28,12.0,491,Business,Approved,109995,42,11596,9999,16103,-3,0,30801,Yes,Low,Not Required,No
CUST104343,Sneha Kapoor,48,Female,Married,Graduate,Employed,Tester,95038,7925,4205,32803,22205,826,11,632,7.86,4,-4,LN204343,63,11.26,633,Car,Approved,144995,47,13704,11750,21705,6,17,37096,No,Low,Not Required,No
CUST104344,Kiran Kumar,34,Male,Married,Graduate,Employed,Driver,62636,5221,2865,14803,10200,628,2,333,6.17,-3,2,LN204344,26,10.95,332,Car,Approved,69996,30,9202,8000,9696,-3,10,23600,Yes,High,Ongoing,Yes
CUST104345,Kiran Kumar,30,Male,Married,Graduate,Employed,Driver,62637,5222,2857,14801,10201,629,6,330,6.46,7,-3,LN204345,27,10.89,326,Car,Approved,69998,36,9199,7999,9701,0,19,23595,Yes,High,Ongoing,Yes
CUST104346,Kavya Iyer,29,Female,Single,Graduate,Employed,HR,73438,6123,3313,20805,14200,701,14,429,7.22,-1,0,LN204346,39,9.08,430,Car,Approved,95001,34,10701,9249,13698,3,-2,28095,No,Medium,Not Required,No
CUST104347,Sneha Nair,31,Female,Single,Graduate,Employed,Teacher,60479,5043,2766,13604,9396,616,9,312,6.11,-3,2,LN204347,60,9.67,310,Personal,Approved,65005,33,8900,7747,8904,1,5,22700,No,High,Ongoing,Yes
CUST104348,Manoj Singh,43,Male,Single,Graduate,Employed,Police,92876,7739,4120,31599,21403,818,15,613,8.09,2,0,LN204348,52,10.56,610,Personal,Approved,139996,53,13399,11505,20895,5,-1,36199,No,Low,Not Required,No
CUST104349,Priya Reddy,29,Female,Married,Graduate,Employed,Analyst,56155,4680,2591,11201,7799,592,2,269,6.02,6,4,LN204349,41,8.31,268,Education,Approved,55000,26,8301,7246,7301,4,10,20903,No,High,Ongoing,Yes
CUST104350,Arjun Patel,27,Male,Married,Graduate,Employed,Business,58325,4861,2677,12396,8596,604,0,295,5.77,8,-1,LN204350,45,9.21,295,Business,Approved,59996,37,8598,7505,8099,-3,30,21799,No,High,Ongoing,Yes
CUST104351,Priya Reddy,24,Female,Married,Graduate,Employed,Analyst,56157,4676,2595,11203,7798,595,3,265,5.7,-2,2,LN204351,32,8.3,267,Education,Approved,54995,30,8305,7251,7301,-4,19,20895,No,High,Ongoing,Yes
CUST104352,Aishwarya Rao,43,Female,Married,Graduate,Employed,Bank Officer,82082,6839,3675,25596,17396,754,9,506,7.25,3,-3,LN204352,35,11.87,508,Personal,Approved,115001,40,11895,10250,16904,4,20,31701,No,Low,Not Required,No
CUST104353,Arjun Patel,22,Male,Married,Graduate,Employed,Business,58319,4856,2678,12395,8598,608,0,291,5.92,6,4,LN204353,48,9.15,286,Business,Approved,60004,33,8597,7496,8104,7,30,21797,No,High,Ongoing,Yes
CUST104354,Pooja Mehta,44,Female,Single,Graduate,Employed,Designer,86405,7204,3849,28005,18999,775,11,552,7.95,5,-5,LN204354,61,9.04,548,Home,Approved,125001,50,12499,10746,18496,0,-4,33502,No,Low,Not Required,No
CUST104355,Rohit Verma,37,Male,Married,Graduate,Employed,Engineer,75601,6299,3396,21998,14998,712,7,451,6.94,1,-5,LN204355,52,9.73,449,Home,Approved,100002,37,11001,9495,14500,2,20,28995,No,Medium,Not Required,No
CUST104356,Pooja Singh,33,Female,Married,Graduate,Employed,Nurse,69124,5765,3135,18399,12598,673,11,385,6.72,6,-3,LN204356,57,7.65,395,Business,Approved,84999,34,10097,8753,12102,6,15,26300,No,Medium,Not Required,No
CUST104357,Arjun Patel,25,Male,Married,Graduate,Employed,Business,58316,4859,2681,12396,8597,603,3,288,5.77,4,0,LN204357,44,9.72,286,Business,Approved,59999,36,8600,7501,8100,5,32,21802,No,High,Ongoing,Yes
CUST104358,Arjun Patel,25,Male,Married,Graduate,Employed,Business,58319,4858,2678,12399,8595,610,7,291,6.18,3,-2,LN204358,48,9.32,290,Business,Approved,60000,27,8596,7500,8096,7,30,21800,No,High,Ongoing,Yes
